factory,order,machine,start_time,end_time,completion_time,delivery_time,delay_time
1,27,1,8.600000000000012,14.890137860201293,14.890137860201293,48.09342632612527,0.0
1,26,1,14.890137860201259,23.673507709333137,23.673507709333137,62.28932677461242,0.0
1,28,1,23.673507709333126,31.230046117215693,31.230046117215693,74.72710414824272,0.0
1,23,1,31.230046117215707,36.14704116684294,36.14704116684294,78.20070613401191,0.0
1,36,1,36.14704116684297,42.396258568089706,42.396258568089706,80.4,0.0
1,30,1,42.396258568089635,50.229733618136834,50.229733618136834,88.1,0.0
1,39,1,55.73611442722621,64.25414827267198,64.25414827267198,99.6,0.0
1,27,2,14.890137860201254,21.42938440821399,21.42938440821399,48.09342632612527,0.0
1,26,2,23.67350770933315,32.20455901032173,32.20455901032173,62.28932677461242,0.0
1,28,2,32.20455901032171,40.363439896378964,40.363439896378964,74.72710414824272,0.0
1,23,2,40.363439896378935,45.59464275362501,45.59464275362501,78.20070613401191,0.0
1,36,2,45.594642753624996,52.58348467922178,52.58348467922178,80.4,0.0
1,30,2,52.58348467922178,60.84435651610218,60.84435651610218,88.1,0.0
1,39,2,64.25414827267198,73.17546470788085,73.17546470788085,99.6,0.0
1,27,3,21.42938440821399,27.144247151366983,27.144247151366983,48.09342632612527,0.0
1,26,3,32.20455901032174,39.66042045286929,39.66042045286929,62.28932677461242,0.0
1,28,3,40.363439896378964,47.398181901725366,47.398181901725366,74.72710414824272,0.0
1,23,3,47.398181901725366,52.20599005366387,52.20599005366387,78.20070613401191,0.0
1,36,3,57.427214763733105,63.122234437389494,63.122234437389494,80.4,0.0
1,30,3,63.12223443738949,70.2513008843103,70.2513008843103,88.1,0.0
1,39,3,73.17546470788085,80.63171680232102,80.63171680232102,99.6,0.0
1,27,4,33.668075151722874,39.66042045286929,39.66042045286929,48.09342632612527,0.0
1,26,4,39.660420452869296,46.89342632612528,46.89342632612528,62.28932677461242,0.0
1,28,4,47.39818190172538,54.383581818855845,54.383581818855845,74.72710414824272,0.0
1,23,4,54.3835818188558,59.07418313407834,59.07418313407834,78.20070613401191,0.0
1,36,4,64.67584980192423,70.2513008843103,70.2513008843103,80.4,0.0
1,30,4,70.2513008843103,77.34352483055585,77.34352483055585,88.1,0.0
1,39,4,80.63171680232104,87.6549305059703,87.6549305059703,99.6,0.0
