dataset,status_code,status_text,gurobi_runtime_sec,wall_clock_time_sec,sol_count,mip_gap,best_objective,obj_bound
exp_10f_100j_seed2,9,TIME_LIMIT,3644.9670000076294,3666.051374912262,10,0.41999073829495526,35732.08501050724,50739.22977488828
