record_type,iteration,objective,delay_cost,bound,gap,runtime_sec,selected_order_count,assignments_json
validated,1,0.0,0.0,1e+100,1e+100,0.0010001659393310547,0,"{""1"": [], ""2"": [], ""3"": [], ""4"": [], ""5"": [], ""6"": [], ""7"": []}"
validated,2,15455.452988346946,10656.858796950457,27227.997143681638,0.7617081274946077,1.0900001525878906,55,"{""1"": [1, 15, 16, 19, 21, 24, 29, 45, 50, 52], ""2"": [5, 6, 17, 18, 27, 30, 31, 37, 49], ""3"": [2, 4, 7, 22, 36, 48, 53, 54], ""4"": [14, 20, 32, 38, 40, 41, 55], ""5"": [3, 8, 9, 13, 26, 43], ""6"": [11, 12, 23, 25, 28, 34, 39, 42, 44, 47, 51], ""7"": [10, 33, 35, 46]}"
validated,3,17691.99019325796,9156.881307760612,27227.997143681638,0.5390013699000153,5.503000020980835,55,"{""1"": [1, 15, 16, 19, 21, 24, 29, 45, 50, 52], ""2"": [5, 6, 17, 18, 27, 31, 37, 49], ""3"": [2, 4, 7, 22, 48, 53, 54, 55], ""4"": [14, 20, 30, 38, 40, 41, 42], ""5"": [3, 8, 9, 13, 26, 43], ""6"": [11, 12, 23, 25, 28, 32, 34, 36, 39, 44, 47, 51], ""7"": [10, 33, 35, 46]}"
validated,4,18017.843259151603,8708.3234723183,27116.123024428023,0.5049594246334246,12.844000101089478,55,"{""1"": [1, 15, 16, 19, 21, 24, 29, 50, 52], ""2"": [6, 17, 18, 27, 30, 31, 37, 49], ""3"": [2, 4, 7, 22, 48, 53, 54, 55], ""4"": [14, 20, 38, 40, 41, 42], ""5"": [3, 8, 9, 13, 26, 43], ""6"": [11, 12, 23, 25, 28, 32, 34, 36, 39, 44, 47, 51], ""7"": [5, 10, 33, 35, 45, 46]}"
validated,5,19027.136194144336,7580.494379083116,27116.123024428023,0.42512897094693103,13.661999940872192,55,"{""1"": [1, 15, 16, 19, 21, 24, 29, 50, 52], ""2"": [6, 17, 18, 27, 31, 37, 49], ""3"": [2, 4, 7, 22, 48, 53, 54, 55], ""4"": [14, 20, 30, 38, 40, 41, 42], ""5"": [3, 8, 9, 13, 26, 43], ""6"": [11, 12, 23, 25, 28, 32, 34, 36, 39, 44, 47, 51], ""7"": [5, 10, 33, 35, 45, 46]}"
validated,6,19043.74731016313,7619.409265588917,27116.123024428023,0.4238858866792927,14.128999948501587,55,"{""1"": [1, 15, 16, 19, 21, 24, 29, 50, 52], ""2"": [6, 17, 18, 27, 31, 37, 44, 49], ""3"": [2, 4, 7, 22, 48, 53, 54, 55], ""4"": [14, 20, 30, 38, 40, 41, 42], ""5"": [3, 8, 9, 13, 26, 43], ""6"": [11, 12, 23, 25, 28, 32, 34, 36, 39, 47, 51], ""7"": [5, 10, 33, 35, 45, 46]}"
validated,7,20387.631934689663,5972.631739721912,26973.350467546014,0.3230251828144256,21.388000011444092,55,"{""1"": [1, 15, 16, 19, 21, 24, 29, 50, 52], ""2"": [6, 17, 18, 27, 31, 37, 44, 49], ""3"": [2, 4, 7, 22, 48, 53, 54, 55], ""4"": [14, 20, 30, 32, 38, 40, 41, 42], ""5"": [3, 8, 9, 13, 26, 43], ""6"": [11, 12, 23, 25, 28, 34, 36, 39, 47, 51], ""7"": [5, 10, 33, 35, 45, 46]}"
validated,8,21451.085072379003,4538.330460137295,26897.41337022852,0.2538952355777265,93.5920000076294,54,"{""1"": [1, 15, 16, 19, 21, 24, 29, 52], ""2"": [17, 18, 27, 31, 34, 37, 42, 44, 49], ""3"": [2, 4, 8, 22, 48, 53, 54, 55], ""4"": [14, 20, 30, 38, 40, 41], ""5"": [3, 9, 12, 13, 26, 43, 50], ""6"": [6, 10, 11, 23, 25, 28, 36, 39, 47, 51], ""7"": [5, 32, 33, 35, 45, 46]}"
validated,9,21908.52728321861,3234.540651294158,26869.967180015807,0.2264615887986929,118.99900007247925,53,"{""1"": [1, 15, 16, 19, 21, 24, 29, 52], ""2"": [17, 18, 27, 31, 34, 37, 42, 44, 49], ""3"": [2, 4, 22, 48, 53, 54, 55], ""4"": [14, 20, 30, 38, 40, 41], ""5"": [3, 9, 12, 13, 26, 43, 50], ""6"": [6, 10, 11, 23, 25, 28, 36, 39, 47, 51], ""7"": [5, 32, 33, 35, 45, 46]}"
validated,10,22706.919684048786,3234.540651294158,26824.797198787935,0.18134901483937899,135.0920000076294,54,"{""1"": [1, 15, 16, 19, 21, 24, 29, 52], ""2"": [17, 18, 27, 31, 34, 37, 42, 44, 49], ""3"": [2, 4, 22, 48, 53, 54, 55], ""4"": [14, 20, 30, 38, 40, 41], ""5"": [3, 8, 9, 12, 13, 26, 43, 50], ""6"": [6, 10, 11, 23, 25, 28, 36, 39, 47, 51], ""7"": [5, 32, 33, 35, 45, 46]}"
