dataset,status_code,status_text,gurobi_runtime_sec,wall_clock_time_sec,sol_count,mip_gap,best_objective,obj_bound
exp_3f_15j_seed5,2,OPTIMAL,233.06700015068054,233.22390866279602,10,0.0,5809.4814843849645,5809.4814843849645
