dataset,status_code,status_text,best_objective,best_bound,mip_gap,total_time_sec,iterations,initial_ub,master_time_sec,average_sub_time_sec,cut_count,feasibility_cut_count,optimality_cut_count,wall_clock_time_sec,module_time_total_sec,preprocess_time_sec,enhancement_time_sec,modeling_time_sec,solving_time_sec,subproblem_evaluations,subproblem_wall_time_total_sec,subproblem_time_total_sec,subproblem_time_avg_sec,subproblem_time_min_sec,subproblem_time_max_sec,best_delay_cost,selected_order_count,active_factory_count,assignment_pair_count
exp_3f_30j_seed4,9,TIME_LIMIT,10579.228248110345,11541.41818708133,0.09095086299351288,1800.2679664999014,4213,34654.328611661505,1171.6159339983715,0.06460744282196647,10410,4365,6045,1800.2579433918,1800.2679664999014,0.0008295000297948718,0.057554799946956336,0.0020798000041395426,1800.2075023999205,12636,628.591568401549,816.3796474983683,0.06460744282196647,0.0021215999731794,5.709243300021626,1057.4494686456983,16,3,16
