record_type,iteration,objective,delay_cost,bound,gap,runtime_sec,selected_order_count,assignments_json
validated,1,0.0,0.0,1e+100,1e+100,0.0010001659393310547,0,"{""1"": [], ""2"": [], ""3"": []}"
validated,2,8251.303542366639,9187.857228300001,18676.357725847953,1.263443300801318,0.12600016593933105,21,"{""1"": [3, 12, 18, 19, 27, 29], ""2"": [4, 6, 10, 14, 17, 22, 25, 28], ""3"": [1, 2, 5, 9, 15, 20, 24]}"
validated,3,9246.062673732002,8613.7770747,18676.357725847953,1.019925495303785,0.317000150680542,21,"{""1"": [3, 12, 18, 19, 27, 29], ""2"": [4, 6, 14, 17, 21, 22, 25, 28], ""3"": [1, 2, 9, 13, 15, 20, 24]}"
validated,4,9646.309480976628,6738.1592019,18260.18256038516,0.8929708399254502,1.1419999599456787,21,"{""1"": [3, 4, 16, 18, 19, 27], ""2"": [1, 5, 6, 10, 14, 22, 26, 28], ""3"": [2, 8, 13, 15, 20, 24, 25]}"
validated,5,10911.385763426806,5476.0871316,18165.595764734644,0.664829395512967,1.2970001697540283,21,"{""1"": [3, 8, 16, 18, 19, 27], ""2"": [1, 4, 5, 10, 14, 22, 26, 28], ""3"": [2, 6, 13, 15, 20, 24, 25]}"
validated,6,11657.353357683092,4953.7877358000005,17881.38520608018,0.5339146594792867,1.9060001373291016,20,"{""1"": [3, 8, 18, 19, 27, 29], ""2"": [1, 4, 5, 6, 10, 14, 25, 28], ""3"": [2, 9, 13, 15, 20, 24]}"
validated,7,11800.907953768885,2092.7447862,17532.49379105316,0.4856902417795542,6.809000015258789,18,"{""1"": [3, 12, 18, 27, 29], ""2"": [1, 4, 5, 6, 25, 28, 30], ""3"": [2, 8, 13, 15, 20, 24]}"
validated,8,12051.45418384246,1849.4118813,17529.7339333438,0.454574167227565,8.924000024795532,18,"{""1"": [3, 12, 18, 27], ""2"": [14, 15, 21, 22, 25, 26, 29], ""3"": [1, 2, 5, 6, 8, 20, 24]}"
validated,9,12712.49233608004,2029.9694685,17125.75117969836,0.34715921370452285,13.00600004196167,19,"{""1"": [3, 12, 18, 27], ""2"": [14, 21, 22, 25, 26, 28, 29], ""3"": [1, 2, 5, 6, 8, 15, 20, 24]}"
validated,10,12964.137991017127,1571.6432915999999,17069.09657822433,0.31663953207313394,22.955000162124634,19,"{""1"": [3, 12, 18, 27], ""2"": [7, 14, 21, 22, 25, 28, 29], ""3"": [1, 2, 5, 6, 8, 15, 20, 24]}"
validated,11,13059.880823846095,809.9412477000001,17069.09657822433,0.3069871623221698,23.542999982833862,18,"{""1"": [3, 4, 18, 27], ""2"": [5, 14, 21, 22, 25, 28, 29], ""3"": [1, 2, 6, 8, 15, 20, 24]}"
validated,12,13354.79720398441,426.1787388,16353.671690643592,0.22455410148530497,36.50600004196167,17,"{""1"": [3, 18, 27], ""2"": [4, 5, 6, 7, 11, 14, 21, 28], ""3"": [1, 2, 8, 9, 15, 24]}"
validated,13,13679.20778197175,824.6508099,16331.353658032038,0.1938815403882988,37.52500009536743,18,"{""1"": [3, 8, 18, 27], ""2"": [4, 5, 6, 11, 14, 21, 22, 28], ""3"": [1, 2, 9, 13, 15, 24]}"
validated,14,13725.08591984224,1054.9351233,16331.353658032038,0.18989081404743255,37.57299995422363,18,"{""1"": [3, 8, 18, 27], ""2"": [4, 6, 11, 14, 17, 21, 22, 28], ""3"": [1, 2, 9, 13, 15, 24]}"
validated,15,13855.294496662096,904.5553047,16331.353658032038,0.17870851911278057,37.59000015258789,18,"{""1"": [3, 8, 18, 27], ""2"": [4, 5, 6, 14, 17, 21, 22, 28], ""3"": [1, 2, 9, 13, 15, 24]}"
validated,16,13870.740705112696,2131.0304268,16025.70705911411,0.15536058238094683,55.88000011444092,19,"{""1"": [3, 8, 18, 19, 27], ""2"": [4, 6, 7, 14, 17, 21, 22, 28], ""3"": [1, 2, 9, 13, 15, 24]}"
validated,17,13886.862751301924,2133.8740734,14937.543190700844,0.07566002906599022,546.9020001888275,19,"{""1"": [3, 8, 18, 19, 27], ""2"": [4, 6, 10, 14, 17, 21, 22, 28], ""3"": [1, 2, 9, 13, 15, 24]}"
validated,18,13894.478316553334,2092.2068706,14690.489697611261,0.057289763812837166,1145.4320001602173,19,"{""1"": [3, 8, 18, 19, 27], ""2"": [4, 5, 6, 14, 17, 21, 22, 28], ""3"": [1, 2, 9, 13, 15, 24]}"
final_result,final,13894.478316553334,2092.2068706,14599.282768080002,0.050725506598329216,1800.4250001907349,19,"{""1"": [3, 8, 18, 19, 27], ""2"": [4, 5, 6, 14, 17, 21, 22, 28], ""3"": [1, 2, 9, 13, 15, 24]}"
