dataset,status_code,status_text,gurobi_runtime_sec,wall_clock_time_sec,sol_count,mip_gap,best_objective,obj_bound
exp_3f_20j_seed3,9,TIME_LIMIT,1800.4990000724792,1800.7546548843384,10,0.1428757053278628,7213.492497023304,8244.125325412755
