dataset,status_code,status_text,gurobi_runtime_sec,wall_clock_time_sec,sol_count,mip_gap,best_objective,obj_bound
exp_5f_40j_seed1,9,TIME_LIMIT,1800.6510000228882,1802.130961894989,10,0.3125930670517103,13050.018832594158,17129.364244557346
