dataset,status_code,status_text,best_objective,best_bound,mip_gap,total_time_sec,iterations,initial_ub,master_time_sec,average_sub_time_sec,cut_count,feasibility_cut_count,optimality_cut_count,wall_clock_time_sec,module_time_total_sec,preprocess_time_sec,enhancement_time_sec,modeling_time_sec,solving_time_sec,subproblem_evaluations,subproblem_wall_time_total_sec,subproblem_time_total_sec,subproblem_time_avg_sec,subproblem_time_min_sec,subproblem_time_max_sec,best_delay_cost,selected_order_count,active_factory_count,assignment_pair_count
exp_3f_25j_seed2,2,OPTIMAL,6902.876513477758,6902.876513477759,1.317558991526437e-16,1.619036499876529,30,24377.246561367905,0.4207832000683993,0.012472350591922114,35,8,27,0.9635426998138428,1.619036499876529,0.657371399924159,0.026211699936538935,0.022451099939644337,0.9130023000761867,87,0.49221910000778735,1.085094501497224,0.012472350591922114,0.0012159000616520643,0.06086359987966716,355.430619,13,3,13
