dataset,status_code,status_text,best_objective,best_bound,mip_gap,total_time_sec,iterations,initial_ub,master_time_sec,average_sub_time_sec,cut_count,feasibility_cut_count,optimality_cut_count,wall_clock_time_sec,module_time_total_sec,preprocess_time_sec,enhancement_time_sec,modeling_time_sec,solving_time_sec,subproblem_evaluations,subproblem_wall_time_total_sec,subproblem_time_total_sec,subproblem_time_avg_sec,subproblem_time_min_sec,subproblem_time_max_sec,best_delay_cost,selected_order_count,active_factory_count,assignment_pair_count
exp_5f_50j_seed3,9,TIME_LIMIT,17871.031640988487,19201.056919410374,0.07442353106081344,1804.1375633002026,12233,53688.559461588586,1463.8557049966184,0.012346842344108674,35852,28782,7070,1801.5853593349457,1804.1375633002026,0.0013414000859484076,2.6536212998908013,0.003467900212854147,1801.479132700013,56799,337.62342770339455,701.2882983030286,0.012346842344108674,0.0015756000066176057,0.18598259997088462,521.5890758999999,39,5,39
