var_type,var_name,index_1,index_2,index_3,index_4,value
z,"z[28,1]",28,1,,,0.0
z,"z[28,2]",28,2,,,0.0
z,"z[28,3]",28,3,,,0.0
z,"z[28,4]",28,4,,,0.0
z,"z[28,5]",28,5,,,0.0
z,"z[29,1]",29,1,,,0.0
z,"z[29,2]",29,2,,,0.0
z,"z[29,3]",29,3,,,0.0
z,"z[29,4]",29,4,,,0.0
z,"z[29,5]",29,5,,,0.0
z,"z[30,1]",30,1,,,0.0
z,"z[30,2]",30,2,,,0.0
z,"z[30,3]",30,3,,,0.0
z,"z[30,4]",30,4,,,0.0
z,"z[30,5]",30,5,,,0.0
z,"z[31,1]",31,1,,,1.0
z,"z[31,2]",31,2,,,0.0
z,"z[31,3]",31,3,,,0.0
z,"z[31,4]",31,4,,,0.0
z,"z[31,5]",31,5,,,0.0
z,"z[32,1]",32,1,,,0.0
z,"z[32,2]",32,2,,,0.0
z,"z[32,3]",32,3,,,0.0
z,"z[32,4]",32,4,,,0.0
z,"z[32,5]",32,5,,,0.0
z,"z[33,1]",33,1,,,0.0
z,"z[33,2]",33,2,,,0.0
z,"z[33,3]",33,3,,,0.0
z,"z[33,4]",33,4,,,0.0
z,"z[33,5]",33,5,,,0.0
z,"z[34,1]",34,1,,,1.0
z,"z[34,2]",34,2,,,0.0
z,"z[34,3]",34,3,,,0.0
z,"z[34,4]",34,4,,,0.0
z,"z[34,5]",34,5,,,0.0
z,"z[35,1]",35,1,,,0.0
z,"z[35,2]",35,2,,,0.0
z,"z[35,3]",35,3,,,0.0
z,"z[35,4]",35,4,,,0.0
z,"z[35,5]",35,5,,,0.0
z,"z[36,1]",36,1,,,0.0
z,"z[36,2]",36,2,,,0.0
z,"z[36,3]",36,3,,,0.0
z,"z[36,4]",36,4,,,0.0
z,"z[36,5]",36,5,,,0.0
z,"z[37,1]",37,1,,,0.0
z,"z[37,2]",37,2,,,0.0
z,"z[37,3]",37,3,,,0.0
z,"z[37,4]",37,4,,,0.0
z,"z[37,5]",37,5,,,1.0
z,"z[38,1]",38,1,,,0.0
z,"z[38,2]",38,2,,,0.0
z,"z[38,3]",38,3,,,0.0
z,"z[38,4]",38,4,,,0.0
z,"z[38,5]",38,5,,,1.0
z,"z[39,1]",39,1,,,0.0
z,"z[39,2]",39,2,,,0.0
z,"z[39,3]",39,3,,,1.0
z,"z[39,4]",39,4,,,0.0
z,"z[39,5]",39,5,,,0.0
z,"z[40,1]",40,1,,,0.0
z,"z[40,2]",40,2,,,0.0
z,"z[40,3]",40,3,,,0.0
z,"z[40,4]",40,4,,,0.0
z,"z[40,5]",40,5,,,0.0
o,"o[1,1,1]",1,1,1,,0.0
o,"o[1,1,2]",1,1,2,,0.0
o,"o[1,1,3]",1,1,3,,0.0
o,"o[1,1,4]",1,1,4,,0.0
o,"o[1,1,5]",1,1,5,,0.0
o,"o[1,2,1]",1,2,1,,18.73577775511276
o,"o[1,2,2]",1,2,2,,31.68411898463893
o,"o[1,2,3]",1,2,3,,41.21478150864428
o,"o[1,2,4]",1,2,4,,59.004037976024264
o,"o[1,2,5]",1,2,5,,66.84119960204963
o,"o[1,3,1]",1,3,1,,0.0
o,"o[1,3,2]",1,3,2,,0.0
o,"o[1,3,3]",1,3,3,,0.0
o,"o[1,3,4]",1,3,4,,0.0
o,"o[1,4,1]",1,4,1,,0.0
o,"o[1,4,2]",1,4,2,,0.0
o,"o[1,4,3]",1,4,3,,0.0
o,"o[1,4,4]",1,4,4,,0.0
o,"o[1,5,1]",1,5,1,,0.0
o,"o[1,5,2]",1,5,2,,0.0
o,"o[1,5,3]",1,5,3,,0.0
o,"o[2,1,1]",2,1,1,,0.0
o,"o[2,1,2]",2,1,2,,0.0
o,"o[2,1,3]",2,1,3,,0.0
o,"o[2,1,4]",2,1,4,,0.0
o,"o[2,1,5]",2,1,5,,0.0
o,"o[2,2,1]",2,2,1,,0.0
o,"o[2,2,2]",2,2,2,,0.0
o,"o[2,2,3]",2,2,3,,0.0
o,"o[2,2,4]",2,2,4,,0.0
o,"o[2,2,5]",2,2,5,,0.0
o,"o[2,3,1]",2,3,1,,0.0
o,"o[2,3,2]",2,3,2,,0.0
o,"o[2,3,3]",2,3,3,,0.0
o,"o[2,3,4]",2,3,4,,0.0
o,"o[2,4,1]",2,4,1,,0.0
o,"o[2,4,2]",2,4,2,,0.0
o,"o[2,4,3]",2,4,3,,0.0
o,"o[2,4,4]",2,4,4,,0.0
o,"o[2,5,1]",2,5,1,,38.271656000321585
o,"o[2,5,2]",2,5,2,,50.31040510363591
o,"o[2,5,3]",2,5,3,,62.36538041855097
o,"o[3,1,1]",3,1,1,,0.0
o,"o[3,1,2]",3,1,2,,0.0
o,"o[3,1,3]",3,1,3,,0.0
o,"o[3,1,4]",3,1,4,,0.0
o,"o[3,1,5]",3,1,5,,0.0
o,"o[3,2,1]",3,2,1,,0.0
o,"o[3,2,2]",3,2,2,,0.0
o,"o[3,2,3]",3,2,3,,0.0
o,"o[3,2,4]",3,2,4,,0.0
o,"o[3,2,5]",3,2,5,,0.0
o,"o[3,3,1]",3,3,1,,48.08757503317264
o,"o[3,3,2]",3,3,2,,62.31564255388891
o,"o[3,3,3]",3,3,3,,70.06879549671403
o,"o[3,3,4]",3,3,4,,77.60750908076419
o,"o[3,4,1]",3,4,1,,0.0
o,"o[3,4,2]",3,4,2,,0.0
o,"o[3,4,3]",3,4,3,,0.0
o,"o[3,4,4]",3,4,4,,0.0
o,"o[3,5,1]",3,5,1,,0.0
o,"o[3,5,2]",3,5,2,,0.0
o,"o[3,5,3]",3,5,3,,0.0
o,"o[4,1,1]",4,1,1,,0.0
o,"o[4,1,2]",4,1,2,,0.0
o,"o[4,1,3]",4,1,3,,0.0
o,"o[4,1,4]",4,1,4,,0.0
o,"o[4,1,5]",4,1,5,,0.0
o,"o[4,2,1]",4,2,1,,0.0
o,"o[4,2,2]",4,2,2,,0.0
o,"o[4,2,3]",4,2,3,,0.0
o,"o[4,2,4]",4,2,4,,0.0
o,"o[4,2,5]",4,2,5,,0.0
o,"o[4,3,1]",4,3,1,,0.0
o,"o[4,3,2]",4,3,2,,0.0
o,"o[4,3,3]",4,3,3,,0.0
o,"o[4,3,4]",4,3,4,,0.0
o,"o[4,4,1]",4,4,1,,68.54597483396475
o,"o[4,4,2]",4,4,2,,79.90559119822896
o,"o[4,4,3]",4,4,3,,93.16110629858929
o,"o[4,4,4]",4,4,4,,106.80000000000064
o,"o[4,5,1]",4,5,1,,0.0
o,"o[4,5,2]",4,5,2,,0.0
o,"o[4,5,3]",4,5,3,,0.0
o,"o[5,1,1]",5,1,1,,0.0
o,"o[5,1,2]",5,1,2,,0.0
o,"o[5,1,3]",5,1,3,,0.0
o,"o[5,1,4]",5,1,4,,0.0
o,"o[5,1,5]",5,1,5,,0.0
o,"o[5,2,1]",5,2,1,,0.0
o,"o[5,2,2]",5,2,2,,0.0
o,"o[5,2,3]",5,2,3,,0.0
o,"o[5,2,4]",5,2,4,,0.0
o,"o[5,2,5]",5,2,5,,0.0
o,"o[5,3,1]",5,3,1,,0.0
o,"o[5,3,2]",5,3,2,,0.0
o,"o[5,3,3]",5,3,3,,0.0
o,"o[5,3,4]",5,3,4,,0.0
o,"o[5,4,1]",5,4,1,,23.203439814847062
o,"o[5,4,2]",5,4,2,,28.480078479931286
o,"o[5,4,3]",5,4,3,,34.574019320258294
o,"o[5,4,4]",5,4,4,,50.018339812887945
o,"o[5,5,1]",5,5,1,,0.0
o,"o[5,5,2]",5,5,2,,0.0
o,"o[5,5,3]",5,5,3,,0.0
o,"o[6,1,1]",6,1,1,,0.0
o,"o[6,1,2]",6,1,2,,0.0
o,"o[6,1,3]",6,1,3,,0.0
o,"o[6,1,4]",6,1,4,,0.0
o,"o[6,1,5]",6,1,5,,0.0
o,"o[6,2,1]",6,2,1,,0.0
o,"o[6,2,2]",6,2,2,,0.0
o,"o[6,2,3]",6,2,3,,0.0
o,"o[6,2,4]",6,2,4,,0.0
o,"o[6,2,5]",6,2,5,,0.0
o,"o[6,3,1]",6,3,1,,0.0
o,"o[6,3,2]",6,3,2,,0.0
o,"o[6,3,3]",6,3,3,,0.0
o,"o[6,3,4]",6,3,4,,0.0
o,"o[6,4,1]",6,4,1,,43.51864855355062
o,"o[6,4,2]",6,4,2,,53.47318794377572
o,"o[6,4,3]",6,4,3,,71.37001152544047
o,"o[6,4,4]",6,4,4,,80.00825832364575
o,"o[6,5,1]",6,5,1,,0.0
o,"o[6,5,2]",6,5,2,,0.0
o,"o[6,5,3]",6,5,3,,0.0
o,"o[7,1,1]",7,1,1,,0.0
o,"o[7,1,2]",7,1,2,,0.0
o,"o[7,1,3]",7,1,3,,0.0
o,"o[7,1,4]",7,1,4,,0.0
o,"o[7,1,5]",7,1,5,,0.0
o,"o[7,2,1]",7,2,1,,0.0
o,"o[7,2,2]",7,2,2,,0.0
o,"o[7,2,3]",7,2,3,,0.0
o,"o[7,2,4]",7,2,4,,0.0
o,"o[7,2,5]",7,2,5,,0.0
o,"o[7,3,1]",7,3,1,,0.0
o,"o[7,3,2]",7,3,2,,0.0
o,"o[7,3,3]",7,3,3,,0.0
o,"o[7,3,4]",7,3,4,,0.0
o,"o[7,4,1]",7,4,1,,0.0
o,"o[7,4,2]",7,4,2,,0.0
o,"o[7,4,3]",7,4,3,,0.0
o,"o[7,4,4]",7,4,4,,0.0
o,"o[7,5,1]",7,5,1,,0.0
o,"o[7,5,2]",7,5,2,,0.0
o,"o[7,5,3]",7,5,3,,0.0
o,"o[8,1,1]",8,1,1,,0.0
o,"o[8,1,2]",8,1,2,,0.0
o,"o[8,1,3]",8,1,3,,0.0
o,"o[8,1,4]",8,1,4,,0.0
o,"o[8,1,5]",8,1,5,,0.0
o,"o[8,2,1]",8,2,1,,0.0
o,"o[8,2,2]",8,2,2,,0.0
o,"o[8,2,3]",8,2,3,,0.0
o,"o[8,2,4]",8,2,4,,0.0
o,"o[8,2,5]",8,2,5,,0.0
o,"o[8,3,1]",8,3,1,,0.0
o,"o[8,3,2]",8,3,2,,0.0
o,"o[8,3,3]",8,3,3,,0.0
o,"o[8,3,4]",8,3,4,,0.0
o,"o[8,4,1]",8,4,1,,0.0
o,"o[8,4,2]",8,4,2,,0.0
o,"o[8,4,3]",8,4,3,,0.0
o,"o[8,4,4]",8,4,4,,0.0
o,"o[8,5,1]",8,5,1,,0.0
o,"o[8,5,2]",8,5,2,,0.0
o,"o[8,5,3]",8,5,3,,0.0
o,"o[9,1,1]",9,1,1,,0.0
o,"o[9,1,2]",9,1,2,,0.0
o,"o[9,1,3]",9,1,3,,0.0
o,"o[9,1,4]",9,1,4,,0.0
o,"o[9,1,5]",9,1,5,,0.0
o,"o[9,2,1]",9,2,1,,44.05484248567554
o,"o[9,2,2]",9,2,2,,50.960251676349074
o,"o[9,2,3]",9,2,3,,57.4586755320354
o,"o[9,2,4]",9,2,4,,66.8411996020496
o,"o[9,2,5]",9,2,5,,72.60943780475985
o,"o[9,3,1]",9,3,1,,0.0
o,"o[9,3,2]",9,3,2,,0.0
o,"o[9,3,3]",9,3,3,,0.0
o,"o[9,3,4]",9,3,4,,0.0
o,"o[9,4,1]",9,4,1,,0.0
o,"o[9,4,2]",9,4,2,,0.0
o,"o[9,4,3]",9,4,3,,0.0
o,"o[9,4,4]",9,4,4,,0.0
o,"o[9,5,1]",9,5,1,,0.0
o,"o[9,5,2]",9,5,2,,0.0
o,"o[9,5,3]",9,5,3,,0.0
o,"o[10,1,1]",10,1,1,,0.0
o,"o[10,1,2]",10,1,2,,0.0
o,"o[10,1,3]",10,1,3,,0.0
o,"o[10,1,4]",10,1,4,,0.0
o,"o[10,1,5]",10,1,5,,0.0
o,"o[10,2,1]",10,2,1,,0.0
o,"o[10,2,2]",10,2,2,,0.0
o,"o[10,2,3]",10,2,3,,0.0
o,"o[10,2,4]",10,2,4,,0.0
o,"o[10,2,5]",10,2,5,,0.0
o,"o[10,3,1]",10,3,1,,12.34524665376756
o,"o[10,3,2]",10,3,2,,23.80391743813486
o,"o[10,3,3]",10,3,3,,34.141237482006446
o,"o[10,3,4]",10,3,4,,44.08055793066737
o,"o[10,4,1]",10,4,1,,0.0
o,"o[10,4,2]",10,4,2,,0.0
o,"o[10,4,3]",10,4,3,,0.0
o,"o[10,4,4]",10,4,4,,0.0
o,"o[10,5,1]",10,5,1,,0.0
o,"o[10,5,2]",10,5,2,,0.0
o,"o[10,5,3]",10,5,3,,0.0
o,"o[11,1,1]",11,1,1,,0.0
o,"o[11,1,2]",11,1,2,,0.0
o,"o[11,1,3]",11,1,3,,0.0
o,"o[11,1,4]",11,1,4,,0.0
o,"o[11,1,5]",11,1,5,,0.0
o,"o[11,2,1]",11,2,1,,0.0
o,"o[11,2,2]",11,2,2,,0.0
o,"o[11,2,3]",11,2,3,,0.0
o,"o[11,2,4]",11,2,4,,0.0
o,"o[11,2,5]",11,2,5,,0.0
o,"o[11,3,1]",11,3,1,,0.0
o,"o[11,3,2]",11,3,2,,0.0
o,"o[11,3,3]",11,3,3,,0.0
o,"o[11,3,4]",11,3,4,,0.0
o,"o[11,4,1]",11,4,1,,0.0
o,"o[11,4,2]",11,4,2,,0.0
o,"o[11,4,3]",11,4,3,,0.0
o,"o[11,4,4]",11,4,4,,0.0
o,"o[11,5,1]",11,5,1,,0.0
o,"o[11,5,2]",11,5,2,,0.0
o,"o[11,5,3]",11,5,3,,0.0
o,"o[12,1,1]",12,1,1,,0.0
o,"o[12,1,2]",12,1,2,,0.0
o,"o[12,1,3]",12,1,3,,0.0
o,"o[12,1,4]",12,1,4,,0.0
o,"o[12,1,5]",12,1,5,,0.0
o,"o[12,2,1]",12,2,1,,0.0
o,"o[12,2,2]",12,2,2,,0.0
o,"o[12,2,3]",12,2,3,,0.0
o,"o[12,2,4]",12,2,4,,0.0
o,"o[12,2,5]",12,2,5,,0.0
o,"o[12,3,1]",12,3,1,,0.0
o,"o[12,3,2]",12,3,2,,0.0
o,"o[12,3,3]",12,3,3,,0.0
o,"o[12,3,4]",12,3,4,,0.0
o,"o[12,4,1]",12,4,1,,52.42215354058963
o,"o[12,4,2]",12,4,2,,61.112252710704944
o,"o[12,4,3]",12,4,3,,79.90559119822949
o,"o[12,4,4]",12,4,4,,91.58374680584136
o,"o[12,5,1]",12,5,1,,0.0
o,"o[12,5,2]",12,5,2,,0.0
o,"o[12,5,3]",12,5,3,,0.0
o,"o[13,1,1]",13,1,1,,0.0
o,"o[13,1,2]",13,1,2,,0.0
o,"o[13,1,3]",13,1,3,,0.0
o,"o[13,1,4]",13,1,4,,0.0
o,"o[13,1,5]",13,1,5,,0.0
o,"o[13,2,1]",13,2,1,,0.0
o,"o[13,2,2]",13,2,2,,0.0
o,"o[13,2,3]",13,2,3,,0.0
o,"o[13,2,4]",13,2,4,,0.0
o,"o[13,2,5]",13,2,5,,0.0
o,"o[13,3,1]",13,3,1,,0.0
o,"o[13,3,2]",13,3,2,,0.0
o,"o[13,3,3]",13,3,3,,0.0
o,"o[13,3,4]",13,3,4,,0.0
o,"o[13,4,1]",13,4,1,,0.0
o,"o[13,4,2]",13,4,2,,0.0
o,"o[13,4,3]",13,4,3,,0.0
o,"o[13,4,4]",13,4,4,,0.0
o,"o[13,5,1]",13,5,1,,0.0
o,"o[13,5,2]",13,5,2,,0.0
o,"o[13,5,3]",13,5,3,,0.0
o,"o[14,1,1]",14,1,1,,0.0
o,"o[14,1,2]",14,1,2,,0.0
o,"o[14,1,3]",14,1,3,,0.0
o,"o[14,1,4]",14,1,4,,0.0
o,"o[14,1,5]",14,1,5,,0.0
o,"o[14,2,1]",14,2,1,,0.0
o,"o[14,2,2]",14,2,2,,0.0
o,"o[14,2,3]",14,2,3,,0.0
o,"o[14,2,4]",14,2,4,,0.0
o,"o[14,2,5]",14,2,5,,0.0
o,"o[14,3,1]",14,3,1,,22.189092410053917
o,"o[14,3,2]",14,3,2,,29.88899813494423
o,"o[14,3,3]",14,3,3,,43.28016752392938
o,"o[14,3,4]",14,3,4,,49.54226870840287
o,"o[14,4,1]",14,4,1,,0.0
o,"o[14,4,2]",14,4,2,,0.0
o,"o[14,4,3]",14,4,3,,0.0
o,"o[14,4,4]",14,4,4,,0.0
o,"o[14,5,1]",14,5,1,,0.0
o,"o[14,5,2]",14,5,2,,0.0
o,"o[14,5,3]",14,5,3,,0.0
o,"o[15,1,1]",15,1,1,,0.0
o,"o[15,1,2]",15,1,2,,0.0
o,"o[15,1,3]",15,1,3,,0.0
o,"o[15,1,4]",15,1,4,,0.0
o,"o[15,1,5]",15,1,5,,0.0
o,"o[15,2,1]",15,2,1,,0.0
o,"o[15,2,2]",15,2,2,,0.0
o,"o[15,2,3]",15,2,3,,0.0
o,"o[15,2,4]",15,2,4,,0.0
o,"o[15,2,5]",15,2,5,,0.0
o,"o[15,3,1]",15,3,1,,61.44240960526861
o,"o[15,3,2]",15,3,2,,70.06879549671395
o,"o[15,3,3]",15,3,3,,77.60750908076419
o,"o[15,3,4]",15,3,4,,84.7389578099133
o,"o[15,4,1]",15,4,1,,0.0
o,"o[15,4,2]",15,4,2,,0.0
o,"o[15,4,3]",15,4,3,,0.0
o,"o[15,4,4]",15,4,4,,0.0
o,"o[15,5,1]",15,5,1,,0.0
o,"o[15,5,2]",15,5,2,,0.0
o,"o[15,5,3]",15,5,3,,0.0
o,"o[16,1,1]",16,1,1,,0.0
o,"o[16,1,2]",16,1,2,,0.0
o,"o[16,1,3]",16,1,3,,0.0
o,"o[16,1,4]",16,1,4,,0.0
o,"o[16,1,5]",16,1,5,,0.0
o,"o[16,2,1]",16,2,1,,0.0
o,"o[16,2,2]",16,2,2,,0.0
o,"o[16,2,3]",16,2,3,,0.0
o,"o[16,2,4]",16,2,4,,0.0
o,"o[16,2,5]",16,2,5,,0.0
o,"o[16,3,1]",16,3,1,,0.0
o,"o[16,3,2]",16,3,2,,0.0
o,"o[16,3,3]",16,3,3,,0.0
o,"o[16,3,4]",16,3,4,,0.0
o,"o[16,4,1]",16,4,1,,0.0
o,"o[16,4,2]",16,4,2,,0.0
o,"o[16,4,3]",16,4,3,,0.0
o,"o[16,4,4]",16,4,4,,0.0
o,"o[16,5,1]",16,5,1,,21.791158935152353
o,"o[16,5,2]",16,5,2,,30.056648671269333
o,"o[16,5,3]",16,5,3,,42.19919927429153
o,"o[17,1,1]",17,1,1,,0.0
o,"o[17,1,2]",17,1,2,,0.0
o,"o[17,1,3]",17,1,3,,0.0
o,"o[17,1,4]",17,1,4,,0.0
o,"o[17,1,5]",17,1,5,,0.0
o,"o[17,2,1]",17,2,1,,0.0
o,"o[17,2,2]",17,2,2,,0.0
o,"o[17,2,3]",17,2,3,,0.0
o,"o[17,2,4]",17,2,4,,0.0
o,"o[17,2,5]",17,2,5,,0.0
o,"o[17,3,1]",17,3,1,,31.791696165860632
o,"o[17,3,2]",17,3,2,,43.28016752392923
o,"o[17,3,3]",17,3,3,,53.75150970424089
o,"o[17,3,4]",17,3,4,,63.907107276182586
o,"o[17,4,1]",17,4,1,,0.0
o,"o[17,4,2]",17,4,2,,0.0
o,"o[17,4,3]",17,4,3,,0.0
o,"o[17,4,4]",17,4,4,,0.0
o,"o[17,5,1]",17,5,1,,0.0
o,"o[17,5,2]",17,5,2,,0.0
o,"o[17,5,3]",17,5,3,,0.0
o,"o[18,1,1]",18,1,1,,0.0
o,"o[18,1,2]",18,1,2,,0.0
o,"o[18,1,3]",18,1,3,,0.0
o,"o[18,1,4]",18,1,4,,0.0
o,"o[18,1,5]",18,1,5,,0.0
o,"o[18,2,1]",18,2,1,,0.0
o,"o[18,2,2]",18,2,2,,0.0
o,"o[18,2,3]",18,2,3,,0.0
o,"o[18,2,4]",18,2,4,,0.0
o,"o[18,2,5]",18,2,5,,0.0
o,"o[18,3,1]",18,3,1,,0.0
o,"o[18,3,2]",18,3,2,,0.0
o,"o[18,3,3]",18,3,3,,0.0
o,"o[18,3,4]",18,3,4,,0.0
o,"o[18,4,1]",18,4,1,,14.477912999130425
o,"o[18,4,2]",18,4,2,,36.12191404608044
o,"o[18,4,3]",18,4,3,,44.25366541433919
o,"o[18,4,4]",18,4,4,,59.045272275818974
o,"o[18,5,1]",18,5,1,,0.0
o,"o[18,5,2]",18,5,2,,0.0
o,"o[18,5,3]",18,5,3,,0.0
o,"o[19,1,1]",19,1,1,,0.0
o,"o[19,1,2]",19,1,2,,0.0
o,"o[19,1,3]",19,1,3,,0.0
o,"o[19,1,4]",19,1,4,,0.0
o,"o[19,1,5]",19,1,5,,0.0
o,"o[19,2,1]",19,2,1,,0.0
o,"o[19,2,2]",19,2,2,,0.0
o,"o[19,2,3]",19,2,3,,0.0
o,"o[19,2,4]",19,2,4,,0.0
o,"o[19,2,5]",19,2,5,,0.0
o,"o[19,3,1]",19,3,1,,0.0
o,"o[19,3,2]",19,3,2,,0.0
o,"o[19,3,3]",19,3,3,,0.0
o,"o[19,3,4]",19,3,4,,0.0
o,"o[19,4,1]",19,4,1,,36.30000000000001
o,"o[19,4,2]",19,4,2,,47.35691204680851
o,"o[19,4,3]",19,4,3,,59.92686794089958
o,"o[19,4,4]",19,4,4,,72.63857223392074
