factory,var_type,var_name,order,machine,value
1,start,"start[3,1]",3,1,8.3
1,start,"start[3,2]",3,2,15.125425
1,start,"start[3,3]",3,3,22.599806
1,start,"start[8,1]",8,1,15.125425
1,start,"start[8,2]",8,2,22.599806
1,start,"start[8,3]",8,3,30.078981
1,start,"start[15,1]",15,1,32.538336
1,start,"start[15,2]",15,2,43.60903
1,start,"start[15,3]",15,3,57.055046
1,start,"start[25,1]",25,1,20.893826
1,start,"start[25,2]",25,2,29.76015
1,start,"start[25,3]",25,3,36.826119
1,start,"start[28,1]",28,1,26.341219
1,start,"start[28,2]",28,2,36.155016
1,start,"start[28,3]",28,3,43.550646
1,o,"o[3,1]",3,1,15.125425
1,o,"o[3,2]",3,2,22.599806
1,o,"o[3,3]",3,3,30.078981
1,o,"o[8,1]",8,1,20.893826
1,o,"o[8,2]",8,2,29.76015
1,o,"o[8,3]",8,3,36.826119
1,o,"o[15,1]",15,1,43.60903
1,o,"o[15,2]",15,2,57.055046
1,o,"o[15,3]",15,3,70.279267
1,o,"o[25,1]",25,1,26.341219
1,o,"o[25,2]",25,2,36.155016
1,o,"o[25,3]",25,3,42.962826
1,o,"o[28,1]",28,1,32.538336
1,o,"o[28,2]",28,2,43.550646
1,o,"o[28,3]",28,3,50.720413
1,t,t[3],3,,38.678981
1,t,t[8],8,,45.026119
1,t,t[15],15,,78.579267
1,t,t[25],25,,47.462826
1,t,t[28],28,,53.720413
1,d,d[3],3,,0.0
1,d,d[8],8,,0.0
1,d,d[15],15,,1.179267
1,d,d[25],25,,0.0
1,d,d[28],28,,0.0
2,start,"start[7,1]",7,1,27.937072
2,start,"start[7,2]",7,2,39.316198
2,start,"start[7,3]",7,3,52.612521
2,start,"start[7,4]",7,4,64.14422
2,start,"start[21,1]",21,1,5.0
2,start,"start[21,2]",21,2,15.06565
2,start,"start[21,3]",21,3,23.256155
2,start,"start[21,4]",21,4,33.383254
2,start,"start[24,1]",24,1,15.06565
2,start,"start[24,2]",24,2,27.937072
2,start,"start[24,3]",24,3,39.103826
2,start,"start[24,4]",24,4,52.612521
2,o,"o[7,1]",7,1,39.316198
2,o,"o[7,2]",7,2,48.947706
2,o,"o[7,3]",7,3,63.593134
2,o,"o[7,4]",7,4,74.333543
2,o,"o[21,1]",21,1,15.06565
2,o,"o[21,2]",21,2,23.256155
2,o,"o[21,3]",21,3,33.383254
2,o,"o[21,4]",21,4,42.558218
2,o,"o[24,1]",24,1,27.937072
2,o,"o[24,2]",24,2,39.103826
2,o,"o[24,3]",24,3,52.612521
2,o,"o[24,4]",24,4,64.14422
2,t,t[7],7,,80.433543
2,t,t[21],21,,44.158218
2,t,t[24],24,,66.14422
2,d,d[7],7,,7.133543
2,d,d[21],21,,0.0
2,d,d[24],24,,0.0
3,start,"start[1,1]",1,1,23.4
3,start,"start[1,2]",1,2,31.99283
3,start,"start[1,3]",1,3,42.662096
3,start,"start[4,1]",4,1,40.140334
3,start,"start[4,2]",4,2,47.491309
3,start,"start[4,3]",4,3,59.844955
3,start,"start[6,1]",6,1,54.918437
3,start,"start[6,2]",6,2,64.326814
3,start,"start[6,3]",6,3,74.812891
3,start,"start[12,1]",12,1,31.99283
3,start,"start[12,2]",12,2,40.140334
3,start,"start[12,3]",12,3,51.658092
3,start,"start[26,1]",26,1,2.6
3,start,"start[26,2]",26,2,9.095523
3,start,"start[26,3]",26,3,14.791867
3,start,"start[29,1]",29,1,10.7
3,start,"start[29,2]",29,2,21.552074
3,start,"start[29,3]",29,3,31.784548
3,start,"start[30,1]",30,1,47.491309
3,start,"start[30,2]",30,2,54.918437
3,start,"start[30,3]",30,3,67.04354
3,o,"o[1,1]",1,1,31.99283
3,o,"o[1,2]",1,2,39.345092
3,o,"o[1,3]",1,3,51.658092
3,o,"o[4,1]",4,1,47.491309
3,o,"o[4,2]",4,2,53.696406
3,o,"o[4,3]",4,3,67.04354
3,o,"o[6,1]",6,1,64.326814
3,o,"o[6,2]",6,2,72.939262
3,o,"o[6,3]",6,3,84.084345
3,o,"o[12,1]",12,1,40.140334
3,o,"o[12,2]",12,2,47.01758
3,o,"o[12,3]",12,3,59.844955
3,o,"o[26,1]",26,1,9.095523
3,o,"o[26,2]",26,2,14.791867
3,o,"o[26,3]",26,3,21.25785
3,o,"o[29,1]",29,1,21.552074
3,o,"o[29,2]",29,2,31.784548
3,o,"o[29,3]",29,3,42.662096
3,o,"o[30,1]",30,1,54.918437
3,o,"o[30,2]",30,2,61.769858
3,o,"o[30,3]",30,3,74.812891
3,t,t[1],1,,57.958092
3,t,t[4],4,,69.74354
3,t,t[6],6,,85.384345
3,t,t[12],12,,64.044955
3,t,t[26],26,,25.75785
3,t,t[29],29,,48.262096
3,t,t[30],30,,78.112891
3,d,d[1],1,,0.0
3,d,d[4],4,,0.0
3,d,d[6],6,,0.0
3,d,d[12],12,,0.0
3,d,d[26],26,,0.0
3,d,d[29],29,,0.0
3,d,d[30],30,,1.912891
