record_type,iteration,objective,delay_cost,bound,gap,runtime_sec,selected_order_count,assignments_json
validated,1,0.0,0.0,1e+100,1e+100,0.0,0,"{""1"": [], ""2"": [], ""3"": [], ""4"": [], ""5"": []}"
validated,2,2200.812166756395,0.0,14836.63573872522,5.741436621823014,8.688999891281128,5,"{""1"": [5, 12, 27, 28, 37], ""2"": [], ""3"": [], ""4"": [], ""5"": []}"
validated,3,2221.758239983701,0.0,14749.334098242647,5.638586427995356,9.805000066757202,5,"{""1"": [12, 27, 28, 37], ""2"": [], ""3"": [5], ""4"": [], ""5"": []}"
validated,4,3760.6661863246163,0.0,14749.334098242647,2.922000349799061,9.812999963760376,8,"{""1"": [1, 12, 27, 28, 37], ""2"": [], ""3"": [5, 8], ""4"": [], ""5"": [9]}"
validated,5,3944.0487114779116,0.0,14692.842013460637,2.7253196114697436,10.40499997138977,8,"{""1"": [1, 9, 12, 27, 28, 37], ""2"": [], ""3"": [5, 8], ""4"": [], ""5"": []}"
validated,6,4755.917136023166,0.0,14692.842013460637,2.0893814154522037,10.411999940872192,10,"{""1"": [1, 9, 12, 27, 28, 37], ""2"": [6, 29], ""3"": [5, 8], ""4"": [], ""5"": []}"
validated,7,4930.431594839851,0.0,14668.366162292949,1.975067370906178,10.42199993133545,10,"{""1"": [1, 9, 12, 27, 28, 37], ""2"": [], ""3"": [5, 6, 8], ""4"": [], ""5"": [29]}"
validated,8,9199.000345892324,3269.8857944392034,14668.366162292949,0.5945608882211738,17.917999982833862,30,"{""1"": [1, 12, 13, 17, 22, 23, 26, 37, 44], ""2"": [6, 7, 10], ""3"": [4, 5, 8, 14, 16, 24, 33, 34, 36, 42, 43], ""4"": [32, 40], ""5"": [9, 19, 20, 25, 29]}"
validated,9,9404.432042530636,4342.8949113246235,14668.366162292949,0.5597290826236692,20.22699999809265,31,"{""1"": [1, 3, 12, 17, 22, 23, 26, 37, 44], ""2"": [6, 7, 10], ""3"": [4, 5, 8, 14, 16, 24, 33, 34, 36, 42, 43], ""4"": [32, 40], ""5"": [9, 11, 19, 20, 25, 29]}"
validated,10,9863.322643619527,3602.7741312011044,14668.366162292949,0.4871627637347694,22.46499991416931,30,"{""1"": [1, 12, 17, 22, 23, 26, 37, 44], ""2"": [6, 7, 10], ""3"": [4, 5, 8, 14, 16, 24, 33, 34, 36, 42, 43], ""4"": [32, 40], ""5"": [9, 11, 19, 20, 25, 29]}"
