dataset,status_code,status_text,gurobi_runtime_sec,wall_clock_time_sec,sol_count,mip_gap,best_objective,obj_bound
exp_5f_50j_seed4,9,TIME_LIMIT,1801.3500001430511,1804.030951499939,10,0.5286055849738162,20229.457316095708,30922.861434373324
