dataset,status_code,status_text,best_objective,best_bound,mip_gap,total_time_sec,iterations,initial_ub,average_sub_time_sec,master_time_sec,cut_count,feasibility_cut_count,optimality_cut_count,wall_clock_time_sec,module_time_total_sec,preprocess_time_sec,enhancement_time_sec,modeling_time_sec,solving_time_sec,subproblem_evaluations,subproblem_wall_time_total_sec,subproblem_time_total_sec,subproblem_time_avg_sec,subproblem_time_min_sec,subproblem_time_max_sec,best_delay_cost,selected_order_count,active_factory_count,assignment_pair_count
exp_3f_30j_seed3,9,TIME_LIMIT,13886.862751301924,14674.475978377353,0.0567164262498086,1801.6922784000635,16661,38002.71401508088,0.01684768296210593,1310.804442695924,30032,19813,10219,1801.6709561347961,1801.6922784000635,0.00042259995825588703,0.06918630003929138,0.002173400018364191,1801.6204961000476,49970,490.8160534041235,841.8787176164333,0.01684768296210593,0.001546400017105043,1.0428743000375107,2133.8740734,19,3,19
