record_type,iteration,objective,delay_cost,bound,gap,runtime_sec,selected_order_count,assignments_json
validated,1,0.0,0.0,1e+100,1e+100,0.013000011444091797,0,"{""1"": [], ""2"": [], ""3"": [], ""4"": [], ""5"": []}"
validated,2,26313.968929915947,2552.9427668999997,33521.285144197784,0.27389696451636186,1.8600001335144043,51,"{""1"": [5, 35, 41, 44, 51, 77], ""2"": [7, 11, 18, 20, 24, 47, 49, 50, 56, 62, 64, 66, 68, 69, 79], ""3"": [15, 55, 63, 67, 70, 76, 80, 81, 84], ""4"": [27, 28, 34, 42, 59, 60, 61, 82], ""5"": [1, 3, 4, 13, 16, 21, 22, 32, 46, 53, 57, 72, 74]}"
validated,3,26513.4420591325,3827.8682538,33363.133123565676,0.2583478617810702,4.17900013923645,54,"{""1"": [5, 25, 35, 39, 41, 44, 51, 77], ""2"": [7, 11, 18, 20, 24, 47, 49, 50, 56, 62, 64, 66, 68, 69, 79], ""3"": [15, 19, 55, 63, 67, 70, 76, 80, 81, 84], ""4"": [27, 28, 34, 42, 59, 60, 61, 82], ""5"": [1, 3, 4, 13, 16, 21, 22, 32, 46, 53, 57, 72, 74]}"
validated,4,27237.62654174842,2860.5590193,33363.133123565676,0.22489134919404216,4.301000118255615,53,"{""1"": [5, 25, 35, 41, 44, 51, 77], ""2"": [7, 11, 18, 20, 24, 47, 49, 50, 56, 62, 64, 66, 68, 69, 79], ""3"": [15, 19, 55, 63, 67, 70, 76, 80, 81, 84], ""4"": [27, 28, 34, 42, 59, 60, 61, 82], ""5"": [1, 3, 4, 13, 16, 21, 22, 32, 46, 53, 57, 72, 74]}"
validated,5,27528.97753111654,3625.5692292,32910.94985107994,0.1955020782693455,13.171000003814697,55,"{""1"": [5, 25, 35, 41, 44, 51, 77], ""2"": [7, 11, 18, 20, 24, 47, 49, 50, 56, 62, 64, 66, 68, 69, 79], ""3"": [15, 19, 40, 55, 63, 67, 70, 76, 80, 81, 84], ""4"": [27, 28, 34, 42, 43, 59, 60, 61, 82], ""5"": [1, 3, 4, 13, 16, 21, 22, 32, 46, 53, 57, 72, 74]}"
validated,6,27900.81158533906,2814.0061883999997,32910.94985107994,0.17956962471921567,13.34500002861023,54,"{""1"": [5, 25, 35, 41, 44, 51, 77], ""2"": [7, 11, 18, 20, 24, 47, 49, 50, 56, 62, 64, 66, 68, 69, 79], ""3"": [15, 19, 40, 55, 67, 70, 76, 80, 81, 84], ""4"": [27, 28, 34, 42, 43, 59, 60, 61, 82], ""5"": [1, 3, 4, 13, 16, 21, 22, 32, 46, 53, 57, 72, 74]}"
validated,7,28566.53614365349,2989.8451836,32901.18417858137,0.15173866418840865,18.41100001335144,56,"{""1"": [5, 12, 25, 35, 44, 51, 73, 77], ""2"": [7, 11, 18, 20, 24, 47, 49, 50, 56, 62, 64, 66, 68, 69, 79], ""3"": [15, 19, 40, 55, 67, 70, 76, 80, 81, 84], ""4"": [27, 28, 34, 42, 43, 48, 59, 60, 61, 82], ""5"": [1, 3, 4, 13, 16, 21, 22, 32, 46, 53, 57, 72, 74]}"
validated,8,28747.520677251552,2630.3179503,32901.18417858137,0.14448771245224934,18.661999940872192,55,"{""1"": [5, 12, 25, 35, 44, 51, 77], ""2"": [7, 11, 18, 20, 24, 47, 49, 50, 56, 62, 64, 66, 68, 69, 79], ""3"": [15, 19, 40, 55, 67, 70, 76, 80, 81, 84], ""4"": [27, 28, 34, 42, 43, 48, 59, 60, 61, 82], ""5"": [1, 3, 4, 13, 16, 21, 22, 32, 46, 53, 57, 72, 74]}"
validated,9,28862.16351399294,2991.1793592,32889.875882588705,0.1395499116565899,26.555999994277954,57,"{""1"": [5, 12, 25, 35, 44, 51, 58, 73, 77], ""2"": [7, 11, 18, 20, 24, 47, 49, 50, 56, 62, 64, 66, 68, 69, 79], ""3"": [19, 40, 55, 63, 67, 70, 76, 80, 81, 84], ""4"": [28, 34, 42, 43, 48, 54, 59, 60, 61, 82], ""5"": [1, 3, 4, 15, 16, 21, 22, 32, 46, 53, 57, 72, 74]}"
validated,10,28879.281787657168,2991.1793592,32886.941132106054,0.138772819002782,29.977999925613403,57,"{""1"": [12, 25, 35, 44, 51, 58, 73, 77, 85], ""2"": [7, 11, 18, 20, 24, 47, 49, 50, 56, 62, 64, 66, 68, 69, 79], ""3"": [19, 40, 55, 63, 67, 70, 76, 80, 81, 84], ""4"": [28, 34, 42, 43, 48, 54, 59, 60, 61, 82], ""5"": [1, 3, 4, 15, 16, 21, 22, 32, 46, 53, 57, 72, 74]}"
validated,11,29411.237184280384,1771.3734614999998,32859.76670440186,0.1172521066867814,38.420000076293945,56,"{""1"": [12, 25, 35, 51, 58, 73, 77, 85], ""2"": [7, 11, 18, 20, 24, 47, 49, 50, 56, 62, 64, 66, 68, 69, 79], ""3"": [19, 40, 55, 63, 67, 70, 76, 80, 81, 84], ""4"": [28, 34, 42, 43, 48, 54, 59, 60, 61, 82], ""5"": [1, 3, 4, 15, 16, 21, 22, 32, 46, 53, 57, 72, 74]}"
validated,12,29518.310695716693,2436.9807348,32858.77307674434,0.11316577074691384,47.06100010871887,56,"{""1"": [5, 12, 25, 35, 51, 58, 77, 85], ""2"": [7, 11, 18, 20, 24, 47, 49, 50, 56, 62, 64, 66, 68, 69, 79], ""3"": [19, 40, 55, 63, 67, 70, 76, 80, 81, 84], ""4"": [28, 34, 42, 43, 44, 48, 54, 59, 61, 82], ""5"": [1, 3, 4, 15, 16, 21, 22, 32, 46, 53, 57, 72, 74]}"
validated,13,29795.49464797223,2198.9600007,32729.686721347967,0.09847770973573772,64.52100014686584,56,"{""1"": [5, 12, 25, 39, 51, 58, 77, 85], ""2"": [7, 11, 18, 20, 24, 47, 49, 50, 56, 62, 64, 66, 68, 69, 79], ""3"": [19, 40, 55, 63, 67, 70, 76, 80, 81, 84], ""4"": [28, 34, 42, 43, 44, 48, 54, 59, 61, 82], ""5"": [1, 3, 4, 15, 16, 21, 22, 32, 46, 53, 57, 72, 74]}"
validated,14,29828.8305472469,2039.4238758,32729.686721347967,0.09725008057242815,72.02900004386902,56,"{""1"": [5, 12, 25, 39, 44, 51, 58, 77, 85], ""2"": [7, 11, 18, 20, 47, 49, 50, 56, 62, 64, 66, 68, 69, 79], ""3"": [19, 40, 53, 55, 63, 67, 76, 80, 81, 84], ""4"": [28, 34, 42, 43, 48, 54, 59, 61, 70, 82], ""5"": [1, 3, 4, 15, 16, 21, 22, 24, 32, 46, 57, 72, 74]}"
validated,15,30389.048397015773,2108.60985,32729.686721347967,0.07702242905908323,96.96900010108948,57,"{""1"": [5, 12, 25, 39, 44, 51, 77, 85], ""2"": [7, 8, 11, 18, 20, 26, 47, 50, 56, 62, 64, 66, 68, 69, 79], ""3"": [19, 40, 45, 53, 55, 63, 67, 76, 80, 81, 84], ""4"": [28, 34, 42, 43, 48, 54, 59, 61, 70, 82], ""5"": [1, 3, 4, 15, 16, 21, 22, 24, 32, 46, 57, 72, 74]}"
validated,16,30440.671689291925,1527.0467484,32705.564790409502,0.07440351922044794,138.7480001449585,56,"{""1"": [5, 12, 25, 39, 44, 51, 77, 85], ""2"": [7, 8, 11, 18, 20, 26, 47, 50, 56, 64, 66, 68, 69, 79], ""3"": [19, 40, 45, 53, 55, 63, 67, 76, 80, 81, 84], ""4"": [28, 34, 42, 43, 48, 54, 59, 61, 70, 82], ""5"": [1, 3, 4, 15, 16, 21, 22, 24, 32, 46, 57, 72, 74]}"
validated,17,30906.810742681,1293.856137,32705.564790409502,0.0581992772630047,144.5970001220703,56,"{""1"": [5, 12, 25, 39, 44, 51, 77, 85], ""2"": [7, 11, 18, 20, 26, 47, 50, 56, 62, 64, 66, 68, 69, 79], ""3"": [19, 40, 45, 53, 55, 63, 67, 76, 80, 81, 84], ""4"": [28, 34, 42, 43, 48, 54, 59, 61, 70, 82], ""5"": [1, 3, 4, 15, 16, 21, 22, 24, 32, 46, 57, 72, 74]}"
