dataset,status_code,status_text,best_objective,best_bound,mip_gap,total_time_sec,iterations,initial_ub,master_time_sec,average_sub_time_sec,cut_count,feasibility_cut_count,optimality_cut_count,wall_clock_time_sec,module_time_total_sec,preprocess_time_sec,enhancement_time_sec,modeling_time_sec,solving_time_sec,subproblem_evaluations,subproblem_wall_time_total_sec,subproblem_time_total_sec,subproblem_time_avg_sec,subproblem_time_min_sec,subproblem_time_max_sec,best_delay_cost,selected_order_count,active_factory_count,assignment_pair_count
exp_7f_65j_seed4,9,TIME_LIMIT,14737.149358061753,24651.881714719977,0.6727713831056823,1816.380359099945,106,65420.0,2.3105291003594175,3.2944001641645415,320,215,105,1815.298367023468,1816.380359099945,0.0012101000174880028,1.2380331000313163,0.004910299903713167,1815.1362055999925,653,1812.8256764996331,2151.2433071994456,3.2944001641645415,0.0008005999261513352,61.1304664000636,1441.0701623499544,41,7,41
