dataset,status_code,status_text,best_objective,best_bound,mip_gap,total_time_sec,iterations,initial_ub,master_time_sec,average_sub_time_sec,cut_count,feasibility_cut_count,optimality_cut_count,wall_clock_time_sec,module_time_total_sec,preprocess_time_sec,enhancement_time_sec,modeling_time_sec,solving_time_sec,subproblem_evaluations,subproblem_wall_time_total_sec,subproblem_time_total_sec,subproblem_time_avg_sec,subproblem_time_min_sec,subproblem_time_max_sec,best_delay_cost,selected_order_count,active_factory_count,assignment_pair_count
exp_3f_20j_seed3,2,OPTIMAL,7213.492423683022,7213.492423683031,1.2608243668308504e-15,11.453792699961923,388,19285.41092786615,1.4220485002733767,0.015726032213834944,954,238,716,11.476524353027344,11.453792699961923,0.0005584999453276396,0.027461900026537478,0.0017468000296503305,11.424025499960408,1161,10.001976999687031,18.25792340026237,0.015726032213834944,0.0016596999485045671,0.09050940000452101,191.5190781,15,3,15
