dataset,status_code,status_text,gurobi_runtime_sec,wall_clock_time_sec,sol_count,mip_gap,best_objective,obj_bound
exp_7f_55j_seed3,9,TIME_LIMIT,1800.6710000038147,1803.4537680149078,10,0.3484996871853271,19203.48056067556,25895.887528940504
