factory,var_type,var_name,order,machine,value
1,start,"start[3,1]",3,1,23.26659839600442
1,start,"start[3,2]",3,2,31.52015023666231
1,start,"start[3,3]",3,3,37.76969405854076
1,start,"start[3,4]",3,4,44.20352186396134
1,start,"start[3,5]",3,5,50.20184596010806
1,start,"start[4,1]",4,1,39.08651505398389
1,start,"start[4,2]",4,2,48.43155179666999
1,start,"start[4,3]",4,3,55.14963084407624
1,start,"start[4,4]",4,4,61.54593141334699
1,start,"start[4,5]",4,5,68.05324834896469
1,start,"start[12,1]",12,1,2.000000000000001
1,start,"start[12,2]",12,2,9.072485161503863
1,start,"start[12,3]",12,3,17.091246669773057
1,start,"start[12,4]",12,4,24.20742534979732
1,start,"start[12,5]",12,5,31.026811664062528
1,start,"start[14,1]",14,1,9.072485161503886
1,start,"start[14,2]",14,2,17.091246669773057
1,start,"start[14,3]",14,3,24.328848196383394
1,start,"start[14,4]",14,4,31.162946888184216
1,start,"start[14,5]",14,5,37.86292575474024
1,start,"start[15,1]",15,1,33.82561349447929
1,start,"start[15,2]",15,2,43.00303317277972
1,start,"start[15,3]",15,3,49.84594224448294
1,start,"start[15,4]",15,4,55.4837502061968
1,start,"start[15,5]",15,5,60.688484029898866
1,start,"start[20,1]",20,1,16.446654184832067
1,start,"start[20,2]",20,2,24.328848196383404
1,start,"start[20,3]",20,3,31.52015023666233
1,start,"start[20,4]",20,4,37.86292575474024
1,start,"start[20,5]",20,5,44.18157638135529
1,start,"start[21,1]",21,1,28.952911981387857
1,start,"start[21,2]",21,2,37.6993445731864
1,start,"start[21,3]",21,3,43.37773734898321
1,start,"start[21,4]",21,4,50.20184596010806
1,start,"start[21,5]",21,5,55.555819233945044
1,start,"start[22,1]",22,1,54.451066595557535
1,start,"start[22,2]",22,2,66.97788578925883
1,start,"start[22,3]",22,3,80.2629027353569
1,start,"start[22,4]",22,4,91.45226551087671
1,start,"start[22,5]",22,5,103.42885804185704
1,start,"start[25,1]",25,1,45.51784353182301
1,start,"start[25,2]",25,2,57.655040213253486
1,start,"start[25,3]",25,3,67.60202767505652
1,start,"start[25,4]",25,4,76.4107122062222
1,start,"start[25,5]",25,5,84.89383077142331
1,o,"o[3,1]",3,1,28.95291198138779
1,o,"o[3,2]",3,2,37.69934457318641
1,o,"o[3,3]",3,3,43.37773734898321
1,o,"o[3,4]",3,4,50.20184596010806
1,o,"o[3,5]",3,5,55.55581923394505
1,o,"o[4,1]",4,1,45.51784353182302
1,o,"o[4,2]",4,2,55.14963084407624
1,o,"o[4,3]",4,3,61.54593141334699
1,o,"o[4,4]",4,4,68.05324834896469
1,o,"o[4,5]",4,5,74.09758794525989
1,o,"o[12,1]",12,1,9.072485161503895
1,o,"o[12,2]",12,2,17.091246669773064
1,o,"o[12,3]",12,3,24.207425349797322
1,o,"o[12,4]",12,4,31.026811664062528
1,o,"o[12,5]",12,5,37.37219244468074
1,o,"o[14,1]",14,1,16.44665418483207
1,o,"o[14,2]",14,2,24.328848196383408
1,o,"o[14,3]",14,3,31.162946888184226
1,o,"o[14,4]",14,4,37.86292575474024
1,o,"o[14,5]",14,5,44.18157638135544
1,o,"o[15,1]",15,1,39.08651505398389
1,o,"o[15,2]",15,2,48.43155179666999
1,o,"o[15,3]",15,3,54.91455513562434
1,o,"o[15,4]",15,4,60.688484029898866
1,o,"o[15,5]",15,5,65.60000000000001
1,o,"o[20,1]",20,1,23.266598396004483
1,o,"o[20,2]",20,2,31.52015023666233
1,o,"o[20,3]",20,3,37.769694058540765
1,o,"o[20,4]",20,4,44.09716074060508
1,o,"o[20,5]",20,5,50.20184596010811
1,o,"o[21,1]",21,1,33.82561349447929
1,o,"o[21,2]",21,2,43.00303317277974
1,o,"o[21,3]",21,3,48.134206666639805
1,o,"o[21,4]",21,4,55.121616101661154
1,o,"o[21,5]",21,5,59.934926503097
1,o,"o[22,1]",22,1,66.97788578925883
1,o,"o[22,2]",22,2,80.2629027353569
1,o,"o[22,3]",22,3,91.45226551087671
1,o,"o[22,4]",22,4,103.42885804185704
1,o,"o[22,5]",22,5,114.74030378232723
1,o,"o[25,1]",25,1,54.45106659555755
1,o,"o[25,2]",25,2,66.97788578925883
1,o,"o[25,3]",25,3,75.39020122226546
1,o,"o[25,4]",25,4,84.89383077142331
1,o,"o[25,5]",25,5,92.4
1,t,t[3],3,,58.45581923394505
1,t,t[4],4,,81.89758794525989
1,t,t[12],12,,42.672192444680746
1,t,t[14],14,,48.68157638135544
1,t,t[15],15,,72.9
1,t,t[20],20,,53.00184596010811
1,t,t[21],21,,65.134926503097
1,t,t[22],22,,117.84030378232723
1,t,t[25],25,,95.7
1,d,d[3],3,,0.0
1,d,d[4],4,,1.4975879452598724
1,d,d[12],12,,0.0
1,d,d[14],14,,0.0
1,d,d[15],15,,0.0
1,d,d[20],20,,0.0
1,d,d[21],21,,0.0
1,d,d[22],22,,21.140303782327223
1,d,d[25],25,,0.0
2,start,"start[1,1]",1,1,26.492648948117946
2,start,"start[1,2]",1,2,35.87433758952881
2,start,"start[1,3]",1,3,44.37187504363906
2,start,"start[1,4]",1,4,52.740632130182995
2,start,"start[5,1]",5,1,2.3999999999999915
2,start,"start[5,2]",5,2,10.22571229446977
2,start,"start[5,3]",5,3,21.642520144970845
2,start,"start[5,4]",5,4,28.18312995031669
2,start,"start[9,1]",9,1,54.66999858937053
2,start,"start[9,2]",9,2,62.65193871549668
2,start,"start[9,3]",9,3,69.53367865718687
2,start,"start[9,4]",9,4,76.11241758345878
2,start,"start[13,1]",13,1,19.377021785634394
2,start,"start[13,2]",13,2,29.413385199626184
2,start,"start[13,3]",13,3,38.061675832801164
2,start,"start[13,4]",13,4,46.170021322469005
2,start,"start[18,1]",18,1,44.73511129605539
2,start,"start[18,2]",18,2,53.025399470269406
2,start,"start[18,3]",18,3,60.99490330280122
2,start,"start[18,4]",18,4,69.30798381441488
2,start,"start[19,1]",19,1,35.87433758952882
2,start,"start[19,2]",19,2,44.73511129605539
2,start,"start[19,3]",19,3,53.58553053674834
2,start,"start[19,4]",19,4,60.994903302801255
2,start,"start[24,1]",24,1,10.225712294469753
2,start,"start[24,2]",24,2,19.377021785634355
2,start,"start[24,3]",24,3,28.18312995031672
2,start,"start[24,4]",24,4,37.40736622810187
2,o,"o[1,1]",1,1,35.87433758952881
2,o,"o[1,2]",1,2,44.371875043639065
2,o,"o[1,3]",1,3,52.740632130183
2,o,"o[1,4]",1,4,60.99490330280126
2,o,"o[5,1]",5,1,10.22571229446977
2,o,"o[5,2]",5,2,16.716945050046295
2,o,"o[5,3]",5,3,28.18312995031669
2,o,"o[5,4]",5,4,34.87949574331595
2,o,"o[9,1]",9,1,62.65193871549668
2,o,"o[9,2]",9,2,69.53367865718687
2,o,"o[9,3]",9,3,76.11241758345878
2,o,"o[9,4]",9,4,83.40941866195554
2,o,"o[13,1]",13,1,26.49264894811796
2,o,"o[13,2]",13,2,35.8743375895288
2,o,"o[13,3]",13,3,44.371875043639044
2,o,"o[13,4]",13,4,52.74063213018299
2,o,"o[18,1]",18,1,52.458002052649384
2,o,"o[18,2]",18,2,60.030890177240174
2,o,"o[18,3]",18,3,67.61922159362483
2,o,"o[18,4]",18,4,76.1124175834588
2,o,"o[19,1]",19,1,44.73511129605539
2,o,"o[19,2]",19,2,53.025399470269406
2,o,"o[19,3]",19,3,60.994903302801234
2,o,"o[19,4]",19,4,69.30798381441488
2,o,"o[24,1]",24,1,19.37702178563439
2,o,"o[24,2]",24,2,28.18312995031676
2,o,"o[24,3]",24,3,36.257263689585656
2,o,"o[24,4]",24,4,46.17002132246888
2,t,t[1],1,,66.29490330280126
2,t,t[5],5,,39.57949574331595
2,t,t[9],9,,86.10941866195554
2,t,t[13],13,,58.44063213018299
2,t,t[18],18,,80.51241758345878
2,t,t[19],19,,72.50798381441489
2,t,t[24],24,,51.17002132246888
2,d,d[1],1,,0.0
2,d,d[5],5,,0.0
2,d,d[9],9,,3.1094186619555435
2,d,d[13],13,,0.0
2,d,d[18],18,,0.012417583458777415
2,d,d[19],19,,0.0
2,d,d[24],24,,0.0
3,start,"start[6,1]",6,1,5.099999999999966
3,start,"start[6,2]",6,2,17.47128651017232
3,start,"start[6,3]",6,3,29.581151025220578
3,start,"start[6,4]",6,4,39.48667836160864
3,start,"start[6,5]",6,5,52.43925296417763
3,start,"start[7,1]",7,1,17.443214112321485
3,start,"start[7,2]",7,2,35.22436513754208
3,start,"start[7,3]",7,3,59.18592219446008
3,start,"start[7,4]",7,4,73.83395119401838
3,start,"start[7,5]",7,5,91.39351789933573
3,o,"o[6,1]",6,1,17.44321411232148
3,o,"o[6,2]",6,2,29.581151025220578
3,o,"o[6,3]",6,3,39.48667836160864
3,o,"o[6,4]",6,4,52.43925296417763
3,o,"o[6,5]",6,5,64.41449949931338
3,o,"o[7,1]",7,1,35.22436513754208
3,o,"o[7,2]",7,2,51.81150260283155
3,o,"o[7,3]",7,3,73.83395119401838
3,o,"o[7,4]",7,4,91.39351789933573
3,o,"o[7,5]",7,5,108.0
3,t,t[6],6,,67.61449949931338
3,t,t[7],7,,108.8
3,d,d[6],6,,0.0
3,d,d[7],7,,0.0
