record_type,iteration,objective,delay_cost,bound,gap,runtime_sec,selected_order_count,assignments_json
validated,1,0.0,0.0,1e+100,1e+100,0.0009999275207519531,0,"{""1"": [], ""2"": [], ""3"": []}"
validated,2,2278.7356715124406,4414.0258791,11529.257852493743,4.059497684012448,0.0279998779296875,13,"{""1"": [2, 3, 5, 11, 12], ""2"": [1, 4, 7, 8, 13], ""3"": [6, 9, 14]}"
validated,3,4684.659933416979,1801.1773736999999,7048.410922786954,0.5045725886117547,0.09100008010864258,12,"{""1"": [2, 5, 11, 12], ""2"": [1, 4, 7, 10, 15], ""3"": [3, 6, 8]}"
validated,4,4842.906093122128,1344.0293937,7048.410922786954,0.45540937347454924,0.1400001049041748,11,"{""1"": [2, 5, 11, 12], ""2"": [1, 7, 10, 15], ""3"": [3, 6, 8]}"
validated,5,5208.782719708608,880.4379276,6564.882357776907,0.2603486670575045,0.18799996376037598,11,"{""1"": [2, 11, 12], ""2"": [4, 7, 10, 13, 15], ""3"": [3, 8, 9]}"
validated,6,5328.3004987414715,743.1763644,6243.0386928896605,0.17167541402070838,0.37999987602233887,11,"{""1"": [2, 11, 12], ""2"": [1, 7, 10, 13, 15], ""3"": [3, 8, 9]}"
validated,7,5450.128000365366,529.4120934,5932.917710672556,0.08858318745446433,0.7769999504089355,11,"{""1"": [2, 5, 12], ""2"": [1, 4, 7, 10], ""3"": [6, 8, 9, 13]}"
validated,8,5627.113411587065,346.6806555,5932.917710672556,0.05434479043123504,1.0450000762939453,10,"{""1"": [2, 5, 12], ""2"": [1, 4, 7, 10], ""3"": [3, 8, 9]}"
final_result,final,5627.113411587065,346.6806555,5627.113411587068,6.465088831514525e-16,1.0829999446868896,10,"{""1"": [2, 5, 12], ""2"": [1, 4, 7, 10], ""3"": [3, 8, 9]}"
